Address,Bedrooms,Bathrooms,Agent Name,Building,Price,Organization,Area Code,Phone Number,Property Type
"Lot 14 MCGUIRE ROAD|Montague, Ontario K7A4S6",3 + 0,2,Rob Anderson,House,"$644,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$644,900"
"Lot 110 NOLANS ROAD|Montague, Ontario K7C4P2",3 + 0,2,Rob Anderson,House,"$734,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$734,900"
"Lot 111 NOLANS ROAD|Montague, Ontario K7A4S6",2 + 0,2,Rob Anderson,House,"$734,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$734,900"
"1480 DEMETER STREET|Orleans, Ontario K4A5C6",3 + 0,4,Jean Guy A. Finnigan,Row / Townhouse,"$569,900",RE/MAX AFFILIATES REALTY LTD.,613,769-2319,"$569,900"
"Lot 17 NOLANS ROAD|Montague, Ontario K7A4S6",3 + 0,2,Rob Anderson,House,"$794,900",RE/MAX AFFILIATES REALTY LTD.,613,229-9800,"$794,900"
"160 BRUYERE STREET UNIT#1|Ottawa, Ontario K1N5E1",1 + 0,1,Oliver Wood,Apartment,"$427,500",GRINDSTONE REALTY INC.,613,261-2087,"$427,500"
"1581 GREY NUNS DRIVE|Ottawa, Ontario K1C2L6",3 + 0,2,Charles Seguin,Row / Townhouse,"$384,900",RE/MAX DELTA REALTY,613,277-8836,"$384,900"
"200 BAY STREET UNIT#1602|Ottawa, Ontario K1R7W8",1 + 0,1,Maria Guimaraes,Apartment,"$310,000",RE/MAX HALLMARK REALTY GROUP,613,282-2629,"$310,000"
"10 QUILL STREET|Ottawa, Ontario K1K1S4",5 + 0,5,Steven Saab,House,"$1,149,000",FIRST CHOICE REALTY ONTARIO LTD.,613,863-5886,"$1,149,000"
"86 Rue Front|#103|Gatineau (Aylmer), Quebec J9H6G1",2,1,Jimmy Arseneault,Apartment,"$169,900",RE/MAX VISION,819,664-7755,"$169,900"
"19 Rue du Conservatoire|#2|Gatineau (Aylmer), Quebec J9J0B5",2,1,Olivier Munyaburanga,Apartment,"$299,900",VIA CAPITALE DIAMANT,819,319-2611,"$299,900"
